"Year","Page","Section","Score","Strength","Stage","SDGs","Tags","Quant","Oversight","Summary","Text"
2025,82,"Extended Producer Responsibility (EPR) Compliance in Plastic Waste Management",4,"moderate","In progress","SDG 15","initiative","","","Coromandel engages with stakeholders to raise awareness and promote biodiversity conservation initiatives.","The Company actively engages with employees, local communities, and other stakeholders to raise awareness and promote conservation initiatives that protect and enhance local ecosystems."
2025,38,"Coromandel’s Sustainable Pathway Guided by Stewardship, Driven by Change",4,"moderate","In progress","SDG 2, SDG 12, SDG 15","initiative","","","Coromandel offers solutions that aim to increase productivity while protecting natural resources.","Coromandel offers integrated Seed-to-Harvest solutions that promote higher productivity while preserving natural resources."
2025,38,"Coromandel’s Sustainable Pathway Guided by Stewardship, Driven by Change",4,"moderate","In progress","SDG 7, SDG 6, SDG 12, SDG 8","initiative","","","Coromandel advanced initiatives in areas like green energy, water use, and plastic management, aligning with ESG goals.","Aligned with its ESG goals of resource efficiency, environmental protection, and inclusive growth, Coromandel advanced initiatives in green energy, alternate water use, plastic management, and farm-level interventions."
2025,102,"INTEGRATED REPORT 2024-25 |",4,"moderate","In progress","SDG 6","initiative","","","Coromandel implements initiatives to reduce freshwater use and improve water efficiency through audits and research.","Coromandel undertakes initiatives aimed at decreasing the use of freshwater. Additionally, the Company carries out water audits and research to enhance water usage efficiency."
2025,39,"Coromandel’s ESG Strategy",3,"moderate","Planned","SDG 9, SDG 13, SDG 15","initiative","","","Coromandel outlines specific actions related to green innovation, bioproducts, biodiversity, and emissions reduction.","The Company is investing in green product innovation, expanding its bioproduct portfolio, preserving biodiversity, and systematically reducing emissions."
2025,39,"Coromandel’s ESG Strategy",3,"moderate","Planned","SDG 8, SDG 10","initiative","","","Coromandel lists specific actions related to safety, innovation, human capital, farmers, and local communities.","Coromandel prioritizes safety, innovation, and human capital development while strengthening its engagement with farmers and local communities."
2025,43,"Insights from these engagements directly shape Coromandel’s sustainability focus areas, as detailed in the following table: Engagement Employees Farmers & Farming Community Regulators",3,"moderate","Planned","SDG 1, SDG 8, SDG 12, SDG 17","initiative, aspiration","","","Coromandel engages with farmers & farming communities to provide capacity building and align their vision with sustainability.","• Capacity building • Vision & sustainability alignment"
2025,43,"Insights from these engagements directly shape Coromandel’s sustainability focus areas, as detailed in the following table: Engagement Employees Farmers & Farming Community Regulators",3,"moderate","Planned","SDG 2, SDG 12, SDG 15","initiative, aspiration","","","Coromandel aims to support farmers in achieving sustainable crop yields and balanced nutrition through integrated pest management.","• Crop yield & sustainability • Balanced nutrition  and integrated pest Management"
2025,43,"Insights from these engagements directly shape Coromandel’s sustainability focus areas, as detailed in the following table: Engagement Employees Farmers & Farming Community Regulators",3,"moderate","Planned","SDG 1, SDG 8, SDG 12","initiative, aspiration","","","Coromandel supports farmers in adopting economical and cost-effective farming practices.","• Economical and cost-effective farming"
2025,102,"INTEGRATED REPORT 2024-25 |",3,"moderate","Mention only","SDG 12","target","✓","","The company claims to source all raw materials sustainably.","100% of the raw materials were sourced sustainably."
2025,82,"Extended Producer Responsibility (EPR) Compliance in Plastic Waste Management",3,"moderate","Planned","SDG 15","target","","","Coromandel aims for a net positive impact on biodiversity and no net loss in its operations.","The Company aims to achieve a net positive impact (NPI) and strives to attain no net loss in biodiversity wherever it operates."
2025,102,"INTEGRATED REPORT 2024-25 |",3,"moderate","Mention only","SDG 13, SDG 15","policy, initiative","","","The company reports that they did not conduct any Environmental Impact Assessments in the reporting year.","The Company has not undertaken any Environmental Impact Assessments in the reporting year."
2025,45,"2. Innovation and R&D 8. Public policy advocacy 3. Customer centricity 9. Regulatory Compliance 10. Energy management 16. Product & chemical safety 13. Waste management 19. Occupational health and safety",2,"weak","Mention only","SDG 2, SDG 12, SDG 15","aspiration, initiative","","","The company aims to improve agricultural practices through innovation.","Drives crop yields, resource efficiency, and sustainable practices through novel solutions."
2025,45,"2. Innovation and R&D 8. Public policy advocacy 3. Customer centricity 9. Regulatory Compliance 10. Energy management 16. Product & chemical safety 13. Waste management 19. Occupational health and safety",2,"weak","Mention only","SDG 8, SDG 12","aspiration, initiative","","","The company strives to meet customer needs and expectations.","Aligns offerings with customer expectations, enhancing satisfaction and market relevance."
2025,45,"2. Innovation and R&D 8. Public policy advocacy 3. Customer centricity 9. Regulatory Compliance 10. Energy management 16. Product & chemical safety 13. Waste management 19. Occupational health and safety",2,"weak","Mention only","SDG 16, SDG 17","aspiration, policy","","","The company prioritizes ethical and transparent business practices.","Ensures transparency, accountability, and ethical operations across the organization."
2025,45,"2. Innovation and R&D 8. Public policy advocacy 3. Customer centricity 9. Regulatory Compliance 10. Energy management 16. Product & chemical safety 13. Waste management 19. Occupational health and safety",2,"weak","Mention only","SDG 8, SDG 12","aspiration, initiative","","","The company focuses on quality and continuous improvement in its manufacturing processes.","Builds competitive advantage through rigorous manufacturing and continuous improvement."
2025,45,"2. Innovation and R&D 8. Public policy advocacy 3. Customer centricity 9. Regulatory Compliance 10. Energy management 16. Product & chemical safety 13. Waste management 19. Occupational health and safety",2,"weak","Mention only","SDG 2, SDG 16","aspiration, policy","","","The company actively participates in shaping agricultural policy.","Shapes agricultural policy and fosters inclusive decision-making."
